name,win,loss,nc,draw,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.
Josh Sampo,1,3,0,0,"5'4""",125lbs.,"64""",Orthodox,"Jul24,1984",1.99,36%,2.96,55%,1.06,33%,40%,2.1
Constantinos Philippou,6,4,0,0,"5'11""",185lbs.,"73""",Orthodox,"Nov29,1979",2.19,35%,2.73,54%,0.40,42%,65%,0.3
Mark Munoz,11,6,0,0,"6'0""",185lbs.,"71""",Orthodox,"Feb09,1978",3.12,51%,2.26,57%,3.17,29%,57%,0.6
Luke Barnatt,3,3,0,0,"6'6""",185lbs.,"77""",Orthodox,"Apr13,1988",4.43,36%,3.87,59%,0.63,42%,63%,0.4
Zhang Lipeng,2,2,0,0,"5'11""",155lbs.,"71""",Southpaw,"Mar10,1990",1.28,48%,1.88,53%,1.75,30%,69%,0.8
Royston Wee,2,1,0,0,"5'7""",135lbs.,"67""",Orthodox,"Nov15,1986",1.10,60%,2.45,49%,3.38,81%,0%,0.0
Roldan Sangcha'an,0,2,0,0,"5'4""",125lbs.,--,Orthodox,"Dec04,1990",2.71,46%,2.15,51%,1.94,60%,68%,0.0
Nolan Ticman,0,2,0,0,"5'6""",125lbs.,--,Orthodox,"May17,1988",2.57,47%,2.53,67%,0.00,0%,60%,0.0
Hatsu Hioki,4,5,0,0,"5'11""",145lbs.,"73""",Orthodox,"Jul18,1983",2.42,42%,2.12,65%,2.55,56%,54%,0.6
Lisa Ellis,0,3,0,0,"5'4""",115lbs.,--,,"Nov15,1982",1.68,48%,2.32,57%,4.19,63%,50%,0.6
Dylan Andrews,2,3,0,0,"6'1""",185lbs.,"74""",Switch,"Nov15,1979",2.21,50%,2.72,46%,2.83,50%,57%,0.4
Vik Grujic,1,3,0,0,"5'11""",170lbs.,"73""",Orthodox,"Feb06,1977",2.24,48%,3.39,41%,1.18,33%,26%,0.4
Alptekin Ozkilic,1,3,0,0,"5'5""",125lbs.,"65""",Orthodox,"Mar27,1986",3.81,32%,5.72,59%,4.21,58%,75%,0.0
Quinton Jackson,21,10,0,0,"6'1""",205lbs.,"73""",Orthodox,"Jun20,1978",3.25,54%,2.51,55%,1.52,56%,73%,0.1
David Michaud,1,2,0,0,"5'9""",155lbs.,--,Orthodox,"Nov10,1988",3.25,43%,4.45,54%,2.53,58%,77%,0.7
Chris Clements,2,2,1,0,"5'10""",170lbs.,"70""",Orthodox,"Feb09,1976",3.20,49%,2.37,44%,0.00,0%,32%,0.3
Jessica Rakoczy,0,2,0,0,"5'7""",115lbs.,--,Orthodox,"Apr14,1977",2.50,44%,3.55,64%,0.75,20%,0%,0.8
Jimy Hettes,3,3,0,0,"5'9""",145lbs.,"71""",Southpaw,"Jun09,1987",3.47,57%,3.50,57%,5.20,44%,61%,1.4
Mirko Filipovic,28,10,1,2,"6'2""",230lbs.,"73""",Southpaw,"Sep10,1974",2.11,50%,1.89,63%,0.19,40%,78%,0.3
Seth Baczynski,5,6,0,0,"6'3""",170lbs.,"75""",Orthodox,"Oct26,1981",3.08,31%,3.14,51%,0.89,16%,48%,0.8
Izabela Badurek,0,1,0,0,"5'5""",115lbs.,--,Orthodox,"Jul11,1991",3.74,71%,4.90,32%,1.75,12%,100%,0.0
Marcin Bandel,0,2,0,0,"5'10""",155lbs.,--,Orthodox,"Oct10,1989",0.79,50%,5.26,23%,0.00,0%,0%,0.0
Rocky Lee,0,1,0,0,"5'9""",145lbs.,--,Orthodox,"Apr08,1987",2.47,51%,5.33,44%,1.00,10%,33%,0.0
Robert Peralta,5,3,1,0,"5'8""",145lbs.,"71""",Orthodox,"Mar14,1986",3.76,44%,2.97,53%,0.59,66%,65%,0.0
Justin Jones,0,2,0,0,"5'11""",185lbs.,--,Orthodox,"Sep06,1987",1.70,36%,3.17,45%,1.00,15%,46%,0.5
Josh Koscheck,15,10,0,0,"5'10""",170lbs.,"73""",Orthodox,"Nov30,1977",1.79,36%,2.27,63%,2.46,48%,64%,0.4
Shayna Baszler,0,5,0,0,"5'7""",135lbs.,--,Orthodox,"Aug08,1980",2.49,30%,6.36,51%,0.67,18%,44%,1.3
Cain Carrizosa,0,2,0,0,"5'8""",155lbs.,--,Orthodox,"Jul22,1986",2.72,42%,5.80,51%,0.00,0%,14%,0.0
Jorge de Oliveira,0,2,0,0,"5'8""",155lbs.,--,Orthodox,"Jan22,1980",1.26,31%,4.84,48%,0.00,0%,22%,0.0
Bentley Syler,0,1,0,0,"5'4""",125lbs.,--,Orthodox,"Dec22,1982",1.30,18%,1.73,79%,0.00,0%,75%,0.0
Roger Narvaez,1,2,0,0,"6'3""",185lbs.,--,Southpaw,"Sep09,1983",2.12,37%,3.32,64%,0.00,0%,50%,0.9
Josh Copeland,0,2,0,0,"6'1""",265lbs.,--,Orthodox,"Oct20,1982",1.03,31%,3.01,55%,0.00,0%,57%,0.0
Jake Lindsey,0,3,0,0,"5'11""",155lbs.,--,Switch,"Jun21,1986",3.44,52%,4.01,46%,0.65,33%,50%,0.0
Larissa Pacheco,0,2,0,0,"5'7""",135lbs.,--,Orthodox,"Sep07,1994",1.21,19%,4.14,55%,0.00,0%,0%,0.0
Norifumi Yamamoto,1,5,1,0,"5'4""",135lbs.,"66""",Southpaw,"Mar15,1977",2.09,45%,2.01,57%,0.41,22%,45%,0.0
Ruan Potts,0,3,0,0,"6'2""",247lbs.,"75""",Orthodox,"Feb23,1978",0.85,37%,5.92,22%,0.75,16%,33%,2.3
Alex Torres,0,1,0,0,"5'10""",145lbs.,--,Orthodox,"May29,1988",2.47,37%,2.73,69%,2.00,22%,50%,0.0
William Macario,1,3,0,0,"5'11""",170lbs.,"75""",Orthodox,"Jul01,1991",4.92,54%,3.96,65%,1.85,45%,78%,0.0
Cody Gibson,1,3,0,0,"5'10""",135lbs.,"71""",Orthodox,"Sep11,1987",2.47,31%,2.54,63%,1.85,38%,58%,0.4
Josh Shockley,0,2,0,0,"6'1""",155lbs.,--,Orthodox,"Nov15,1989",1.40,33%,1.75,60%,0.00,0%,61%,0.8
Patrick Walsh,1,1,0,0,"5'11""",185lbs.,--,,"Nov28,1988",2.03,19%,2.83,64%,3.00,54%,100%,1.5
Rodrigo de Lima,0,2,0,0,"5'7""",155lbs.,--,Orthodox,"Mar12,1991",1.29,33%,5.50,32%,2.66,36%,0%,1.3
Nick Diaz,19,7,2,0,"6'1""",185lbs.,"76""",Southpaw,"Aug02,1983",5.43,42%,3.56,61%,1.32,33%,60%,1.0
Ian McCall,3,5,0,1,"5'5""",125lbs.,"64""",Orthodox,"May07,1984",3.59,39%,3.25,67%,2.08,30%,88%,0.0
Richardson Moreira,0,2,0,0,"6'2""",185lbs.,--,Orthodox,"Mar31,1984",1.17,28%,1.83,67%,0.00,0%,100%,0.0
Andy Enz,0,3,0,0,"6'3""",185lbs.,"78""",Orthodox,"Aug15,1991",3.51,23%,5.32,57%,0.00,0%,58%,0.0
Phil Davis,9,3,1,0,"6'2""",205lbs.,"79""",Orthodox,"Sep25,1984",2.85,34%,1.33,72%,2.99,38%,72%,0.6
Akira Corassani,3,3,0,0,"5'8""",145lbs.,"68""",Orthodox,"Aug27,1982",3.25,45%,4.91,50%,0.70,28%,86%,0.0
Andy Ogle,1,5,0,0,"5'8""",145lbs.,"69""",Orthodox,"Feb16,1989",2.24,44%,2.23,50%,1.44,26%,58%,0.0
Stanislav Nedkov,1,2,1,0,"5'11""",205lbs.,"71""",Orthodox,"Dec09,1981",3.33,43%,5.39,43%,2.77,41%,0%,0.0
Shane Howell,0,2,0,0,"5'8""",125lbs.,--,Orthodox,"Nov28,1983",1.27,32%,2.55,42%,0.00,0%,20%,0.0
Sean Soriano,0,3,0,0,"5'9""",145lbs.,--,Orthodox,"Oct06,1989",3.15,61%,2.31,52%,1.27,42%,55%,0.0
Matt Van Buren,0,2,0,0,"6'5""",205lbs.,--,,"Jun12,1986",7.73,45%,6.82,49%,0.00,0%,50%,0.0
Tateki Matsuda,0,2,0,0,"5'7""",125lbs.,--,Orthodox,"Feb27,1986",3.20,34%,3.43,69%,0.00,0%,16%,0.0
Louis Gaudinot,1,3,1,0,"5'3""",125lbs.,"63""",Orthodox,"Aug28,1984",2.34,37%,6.42,48%,0.57,40%,31%,1.1
Rodrigo Damm,3,6,0,0,"5'7""",155lbs.,"71""",Orthodox,"Feb03,1980",3.50,36%,5.61,57%,0.44,16%,80%,0.3
Mats Nilsson,0,2,0,0,"6'1""",170lbs.,--,Orthodox,"Dec05,1983",2.99,39%,5.62,63%,3.87,83%,44%,2.3
Alexis Dufresne,0,2,0,0,"5'9""",135lbs.,--,Orthodox,"Aug31,1990",1.33,27%,3.33,60%,1.50,50%,50%,0.0
Mike Rhodes,0,3,0,0,"6'1""",170lbs.,"74""",Orthodox,"Dec04,1989",3.20,39%,4.13,64%,0.96,33%,75%,0.5
Tom Niinimaki,1,3,0,0,"5'9""",145lbs.,"69""",Orthodox,"Jul25,1982",1.91,54%,2.31,58%,2.97,46%,33%,0.5
Jamie Varner,7,9,0,1,"5'8""",155lbs.,"71""",Orthodox,"Oct12,1984",2.92,34%,2.55,58%,3.49,53%,66%,0.8
Joe Ellenberger,1,1,0,0,"5'9""",155lbs.,"72""",Orthodox,"Mar28,1985",1.62,47%,3.45,48%,3.17,40%,0%,1.1
Garett Whiteley,0,3,0,0,"6'0""",155lbs.,"72""",Orthodox,"Dec13,1980",3.72,48%,4.04,46%,0.00,0%,27%,0.9
Dustin Kimura,2,3,0,0,"5'7""",135lbs.,"71""",Orthodox,"May21,1989",1.33,21%,3.82,51%,0.93,37%,50%,2.2
Brendan Schaub,6,5,0,0,"6'4""",245lbs.,"78""",Orthodox,"Mar18,1983",2.92,37%,2.22,57%,2.32,46%,72%,0.4
Matt Hobar,1,2,0,0,"5'10""",135lbs.,"70""",Southpaw,"Jan07,1987",3.23,42%,4.27,52%,3.66,44%,50%,0.0
Isaac Vallie-Flagg,3,3,0,0,"5'8""",155lbs.,"70""",Orthodox,"Apr08,1978",5.56,47%,5.60,45%,0.20,12%,58%,0.0
Yves Edwards,14,13,1,0,"5'9""",155lbs.,"73""",Southpaw,"Sep30,1976",2.91,42%,2.34,66%,0.76,53%,69%,0.7
Juan Manuel Puig,0,2,0,0,"5'9""",145lbs.,--,Orthodox,"Apr23,1989",4.91,23%,7.17,51%,0.00,0%,0%,0.0
Chris Heatherly,0,2,0,0,"5'9""",155lbs.,--,Orthodox,"Nov24,1987",1.08,45%,2.67,52%,3.39,50%,100%,0.7
Humberto Brown Morrison,0,1,0,0,"5'10""",145lbs.,--,,"Nov03,1984",1.71,50%,2.19,62%,1.43,25%,0%,0.0
Rodolfo Rubio Perez,0,1,0,0,"5'5""",145lbs.,--,Orthodox,"Jan29,1987",1.13,36%,1.00,62%,2.00,33%,33%,0.0
Charlie Brenneman,4,7,0,0,"5'10""",155lbs.,"70""",Orthodox,"Feb09,1981",1.52,56%,1.55,46%,4.23,42%,72%,0.0
Tim Gorman,0,2,0,0,"5'5""",135lbs.,--,Southpaw,"Apr29,1983",2.73,31%,5.57,46%,1.00,9%,33%,0.0
Wagner Silva,0,2,0,0,"6'0""",170lbs.,--,Orthodox,"Feb07,1987",1.69,29%,2.87,65%,0.00,0%,58%,0.0
Vagner Rocha,1,4,0,0,"5'10""",155lbs.,"73""",Orthodox,"Jun06,1982",2.64,42%,4.50,48%,1.40,33%,50%,1.9
Guto Inocente,1,2,0,0,"6'3""",205lbs.,--,Orthodox,"May29,1986",4.13,66%,2.92,54%,0.67,33%,66%,0.7
Luke Zachrich,1,2,0,0,"6'2""",185lbs.,"74""",Orthodox,"Dec19,1981",4.56,32%,4.46,62%,0.74,33%,80%,0.0
Jumabieke Tuerxun,0,3,0,0,"5'7""",135lbs.,--,Orthodox,"Apr17,1986",1.60,28%,3.08,59%,0.47,11%,66%,0.9
Fabricio Camoes,2,4,0,1,"5'10""",155lbs.,"71""",Orthodox,"Dec23,1978",1.29,33%,1.85,61%,2.34,32%,20%,1.5
Bruno Santos,1,2,0,0,"5'9""",185lbs.,--,Orthodox,"Jul17,1987",1.18,46%,2.27,56%,3.00,37%,66%,0.3
Anthony Njokuani,7,8,0,0,"6'1""",155lbs.,"75""",Orthodox,"Mar01,1980",3.94,46%,2.41,65%,0.50,45%,53%,0.2
Tor Troeng,1,3,0,0,"6'2""",185lbs.,--,Orthodox,"Jan25,1983",1.16,46%,3.26,32%,0.62,7%,66%,0.3
Ernest Chavez,1,2,0,0,"5'8""",145lbs.,"70""",Orthodox,"Jun27,1983",2.79,40%,3.89,59%,0.89,33%,50%,0.0
Amir Sadollah,6,5,0,0,"5'10""",170lbs.,"75""",Orthodox,"Aug27,1980",4.71,46%,3.55,60%,0.57,27%,60%,0.3
Takenori Sato,0,2,0,0,"5'10""",170lbs.,--,Southpaw,"Jun08,1985",0.46,33%,12.92,9%,0.00,0%,0%,0.0
Kazuki Tokudome,1,3,0,0,"5'11""",155lbs.,"73""",Southpaw,"Mar04,1987",2.26,41%,3.63,53%,2.00,38%,78%,0.0
Dashon Johnson,0,2,0,0,"5'7""",145lbs.,--,Orthodox,"Jan25,1988",1.01,69%,3.83,35%,0.85,33%,63%,0.8
Paulo Thiago,5,8,0,0,"5'11""",170lbs.,"74""",Orthodox,"Jan25,1981",1.71,39%,1.99,63%,1.42,31%,63%,1.2
Johnny Bedford,2,3,1,0,"5'10""",135lbs.,"71""",Orthodox,"Jan06,1983",4.53,50%,1.75,63%,1.83,62%,62%,0.0
Francis Carmont,6,3,0,0,"6'3""",205lbs.,"78""",Orthodox,"Oct11,1981",2.22,42%,1.64,59%,1.79,36%,73%,0.6
Cung Le,9,3,0,0,"5'9""",185lbs.,"70""",Southpaw,"May25,1972",4.36,48%,2.98,66%,1.37,71%,88%,0.3
Jianping Yang,0,1,0,0,"5'7""",145lbs.,--,Orthodox,"Nov27,1988",1.40,26%,2.07,65%,1.00,25%,33%,0.0
Sai Wang,1,1,0,0,"6'0""",170lbs.,--,Southpaw,"Jan14,1986",3.17,46%,2.27,53%,0.00,0%,77%,0.0
Danny Mitchell,0,2,0,0,"6'2""",170lbs.,--,Orthodox,"Aug08,1986",2.53,49%,2.53,52%,0.00,0%,100%,3.0
Roland Delorme,3,3,1,0,"5'9""",135lbs.,"71""",Orthodox,"Dec18,1983",2.28,44%,4.32,40%,2.51,34%,42%,1.6
Anying Wang,1,1,0,0,"6'0""",170lbs.,--,Orthodox,"Apr04,1991",1.32,26%,1.63,44%,0.00,0%,33%,0.0
Jack May,0,2,0,0,"6'8""",255lbs.,--,Switch,"Apr14,1981",1.52,38%,3.29,33%,0.91,33%,20%,0.0
Kyle Kingsbury,4,5,0,0,"6'4""",205lbs.,"79""",Orthodox,"Mar22,1982",2.97,40%,3.81,51%,2.64,41%,52%,0.0
Hernani Perpetuo,0,2,0,0,"6'0""",170lbs.,--,Orthodox,"May24,1985",2.73,29%,4.37,55%,0.00,0%,37%,0.5
Steven Siler,5,4,0,0,"5'11""",145lbs.,"70""",Orthodox,"Feb15,1987",3.21,41%,2.96,54%,0.47,21%,55%,1.6
Phil Harris,1,3,1,0,"5'4""",125lbs.,"65""",Orthodox,"Sep04,1983",2.34,26%,3.16,68%,1.76,21%,60%,0.0
Mike King,0,1,0,0,"6'3""",185lbs.,--,,"Aug04,1983",4.44,58%,1.29,72%,1.75,25%,40%,3.5
Cody Donovan,1,3,0,0,"6'3""",205lbs.,"74""",Orthodox,"Feb20,1981",5.61,59%,5.44,45%,1.67,28%,0%,1.7
Pat Healy,8,7,1,0,"6'0""",155lbs.,"72""",Orthodox,"Jul20,1983",2.57,36%,2.57,50%,3.08,37%,55%,1.1
Tina Lahdemaki,0,1,0,0,"5'2""",115lbs.,--,Orthodox,"May28,1988",1.93,20%,4.67,57%,0.00,0%,16%,0.0
Daniel Spohn,1,1,0,0,"6'4""",205lbs.,"79""",Southpaw,"Oct12,1984",2.42,49%,1.60,53%,0.00,0%,28%,2.5
Robert Drysdale,0,0,1,0,"6'3""",205lbs.,--,Orthodox,"Oct05,1981",0.00,0%,0.00,0%,7.32,100%,0%,21.9
Guilherme Vasconcelos,0,1,0,0,"6'0""",185lbs.,--,Orthodox,"Mar23,1986",3.27,29%,4.40,70%,0.00,0%,0%,0.0
Colton Smith,1,3,0,0,"6'0""",155lbs.,"71""",Orthodox,"Aug14,1987",1.64,41%,2.30,51%,4.09,36%,25%,1.4
Chris Indich,0,2,0,0,"5'10""",170lbs.,--,,"Apr22,1987",1.31,30%,4.32,43%,0.75,50%,50%,1.5
Mike Easton,3,4,0,0,"5'6""",135lbs.,"70""",Southpaw,"Jan25,1984",3.51,37%,4.28,61%,0.75,22%,66%,0.0
Jason High,8,5,0,0,"5'8""",155lbs.,"73""",Southpaw,"Oct12,1981",1.28,42%,1.56,48%,2.36,63%,37%,2.8
Lance Benoist,2,2,0,0,"5'11""",170lbs.,"72""",Southpaw,"Aug26,1988",3.68,51%,2.70,56%,1.50,33%,61%,0.0
Bobby Voelker,4,5,0,0,"6'0""",170lbs.,"74""",Orthodox,"Apr26,1979",4.01,35%,5.84,42%,1.04,50%,66%,0.0
Chris Holdsworth,2,0,0,0,"5'11""",135lbs.,--,,"Oct24,1987",1.85,29%,1.94,58%,3.38,62%,100%,2.0
Ben Wall,0,2,0,0,"5'10""",155lbs.,--,Orthodox,"Mar25,1989",1.47,29%,8.53,29%,0.00,0%,100%,0.0
Anthony Lapsley,0,2,0,0,"5'9""",170lbs.,--,Southpaw,"Feb13,1980",0.53,34%,0.58,66%,0.00,0%,20%,0.0
Estevan Payan,2,3,0,0,"5'10""",145lbs.,--,Orthodox,"Mar14,1982",4.25,42%,3.58,57%,0.36,100%,60%,0.4
Mark Bocek,8,5,0,0,"5'8""",155lbs.,"75""",Orthodox,"Oct24,1981",2.34,43%,2.32,60%,3.65,36%,31%,1.3
Ronny Markes,3,2,0,0,"6'1""",185lbs.,"75""",Orthodox,"Apr21,1988",2.17,53%,2.43,45%,3.13,40%,100%,0.5
Thiago Perpetuo,1,2,0,0,"5'10""",170lbs.,--,Orthodox,"Dec14,1987",5.39,69%,3.51,51%,2.82,50%,66%,0.0
Jake Shields,16,3,1,0,"6'0""",170lbs.,"72""",Orthodox,"Jan09,1979",2.45,36%,1.80,56%,2.83,29%,35%,1.2
Renee Forte,1,3,0,0,"5'7""",155lbs.,"71""",Orthodox,"Mar27,1987",2.08,32%,2.12,63%,2.32,58%,66%,0.0
Will Campuzano,1,6,0,0,"5'9""",125lbs.,"70""",Orthodox,"May27,1986",2.43,31%,3.82,57%,0.88,45%,48%,0.2
Robert McDaniel,1,2,0,0,"6'3""",185lbs.,"75""",Southpaw,"May03,1983",1.64,44%,1.98,56%,0.93,50%,50%,1.4
Melvin Guillard,12,9,1,0,"5'9""",155lbs.,"71""",Orthodox,"Mar30,1983",2.96,40%,1.85,66%,1.30,63%,61%,0.2
Cyrille Diabate,4,5,0,0,"6'6""",205lbs.,"81""",Southpaw,"Oct06,1973",4.06,71%,1.78,60%,1.17,83%,53%,0.2
John Hathaway,7,2,0,0,"6'1""",170lbs.,"75""",Orthodox,"Jul23,1987",3.40,40%,1.80,62%,2.61,43%,60%,0.9
Ivan Menjivar,4,7,0,0,"5'6""",145lbs.,"64""",Orthodox,"May30,1982",2.78,37%,2.76,65%,0.56,28%,38%,1.0
Nam Phan,2,9,0,0,"5'6""",135lbs.,"70""",Orthodox,"Mar13,1983",4.52,37%,6.55,59%,0.18,18%,60%,0.2
Albert Cheng,0,1,0,0,"5'11""",170lbs.,--,Orthodox,"Feb07,1985",1.00,41%,2.60,71%,0.00,0%,0%,0.0
TJ Waldburger,4,4,0,0,"5'11""",170lbs.,"75""",Orthodox,"Apr25,1988",2.02,51%,2.39,40%,3.03,46%,40%,4.8
Rafaello Oliveira,2,6,0,0,"5'8""",155lbs.,"71""",Orthodox,"Jan26,1982",2.19,33%,3.38,59%,2.49,36%,11%,1.6
Cristiano Marcello,1,4,0,0,"5'9""",155lbs.,"72""",Orthodox,"Dec03,1977",2.56,33%,3.61,58%,0.44,11%,20%,0.9
Nick Catone,4,4,0,0,"6'0""",185lbs.,"72""",Southpaw,"Sep01,1981",2.11,44%,2.32,63%,3.71,44%,83%,0.5
Ramiro Hernandez,0,2,0,0,"5'9""",135lbs.,--,Orthodox,"Jul22,1986",2.72,28%,5.51,64%,0.00,0%,0%,0.0
Mike Rio,1,3,0,0,"5'10""",155lbs.,"70""",Orthodox,"Jul06,1981",1.68,39%,2.99,53%,2.58,27%,0%,1.0
Brian Houston,0,2,0,0,"6'2""",185lbs.,--,Orthodox,"Apr26,1981",1.90,35%,3.67,53%,0.95,100%,87%,0.0
Shunichi Shimizu,0,1,0,0,"5'5""",135lbs.,--,Orthodox,"Jan31,1985",0.14,33%,4.68,30%,0.00,0%,0%,0.0
Will Chope,0,1,0,0,"6'4""",145lbs.,--,Switch,"Sep08,1990",4.43,27%,9.93,46%,0.00,0%,0%,0.0
Quinn Mulhern,3,3,0,0,"6'3""",155lbs.,--,Orthodox,"Sep20,1984",1.48,28%,2.09,51%,1.36,20%,33%,0.0
Dave Galera,0,1,0,0,"5'11""",135lbs.,--,Orthodox,"Jan12,1978",1.67,69%,0.53,33%,0.00,0%,14%,2.0
Chris Leben,14,11,0,0,"5'11""",185lbs.,"73""",Southpaw,"Jul21,1980",2.87,42%,2.87,52%,1.14,41%,53%,0.8
Mac Danzig,5,10,0,0,"5'8""",155lbs.,"70""",Orthodox,"Jan02,1980",3.39,48%,3.44,57%,1.20,37%,46%,0.6
Cody McKenzie,3,4,0,0,"6'0""",155lbs.,"72""",Switch,"Dec16,1987",1.74,34%,2.50,67%,2.50,25%,14%,2.5
Roger Bowling,4,5,1,0,"5'9""",155lbs.,"68""",Orthodox,"Dec05,1982",3.90,47%,3.86,51%,3.09,43%,27%,0.9
Darren Uyenoyama,5,3,0,0,"5'6""",125lbs.,"65""",Orthodox,"Oct15,1979",1.34,39%,2.21,66%,1.42,33%,35%,0.7
Pat Barry,5,7,0,0,"5'11""",235lbs.,"74""",Orthodox,"Jul07,1979",2.72,52%,3.54,59%,0.00,0%,76%,0.2
Julie Kedzie,0,5,0,0,"5'5""",135lbs.,--,Orthodox,"Mar18,1981",2.90,36%,3.18,46%,1.14,23%,78%,0.0
Nick Ring,3,3,0,0,"6'0""",185lbs.,"74""",Southpaw,"Feb10,1979",3.52,42%,3.48,62%,1.36,36%,52%,0.3
Peggy Morgan,0,1,0,0,"6'1""",135lbs.,--,,"Dec16,1979",2.27,23%,8.20,33%,0.00,0%,50%,0.0
Chael Sonnen,10,9,0,0,"6'1""",205lbs.,"73""",Southpaw,"Apr03,1977",3.08,43%,1.10,62%,3.81,59%,66%,0.4
Edwin Figueroa,2,4,0,0,"5'7""",135lbs.,"69""",Orthodox,"Jul31,1984",2.57,39%,3.06,51%,0.20,100%,37%,0.6
Jose Maria,0,2,0,0,"5'5""",125lbs.,--,Orthodox,"Jan04,1982",3.20,53%,3.98,52%,2.32,27%,33%,2.3
Alessio Sakara,6,8,1,0,"6'0""",185lbs.,"72""",Orthodox,"Sep02,1981",3.96,47%,2.80,59%,2.18,78%,62%,0.0
Rosi Sexton,0,3,0,0,"5'3""",135lbs.,--,Orthodox,"Jul16,1977",3.31,39%,7.42,41%,0.75,10%,80%,0.0
Michael Kuiper,1,3,0,0,"6'0""",185lbs.,"73""",Orthodox,"Jun07,1989",3.28,54%,3.62,54%,2.30,55%,79%,0.0
George Sotiropoulos,7,5,0,0,"5'10""",155lbs.,"71""",Orthodox,"Jul09,1977",2.61,27%,2.52,67%,2.32,31%,53%,1.6
Adlan Amagov,5,1,0,0,"6'2""",170lbs.,"76""",Orthodox,"Oct30,1986",3.29,47%,0.82,78%,5.84,56%,100%,0.0
Jeremy Larsen,0,3,0,0,"5'10""",145lbs.,"70""",Orthodox,"May18,1984",4.87,48%,5.75,57%,2.49,33%,0%,0.0
Dustin Pague,1,5,0,0,"5'9""",135lbs.,"74""",Orthodox,"Aug05,1987",1.65,53%,2.96,41%,1.03,44%,55%,2.6
Thiago Silva,13,3,2,0,"6'2""",205lbs.,"74""",Orthodox,"Nov12,1982",3.92,50%,2.55,67%,1.03,47%,70%,0.7
Matt Hamill,10,5,0,0,"6'1""",205lbs.,"76""",Orthodox,"Oct05,1976",3.69,42%,3.80,61%,3.00,34%,91%,0.0
Joey Beltran,3,7,1,0,"6'1""",185lbs.,"75""",Orthodox,"Dec08,1981",4.92,36%,5.27,54%,0.48,18%,75%,0.0
Rousimar Palhares,13,4,0,0,"5'8""",170lbs.,"71""",Orthodox,"Feb26,1980",1.75,51%,2.04,59%,3.93,45%,0%,4.1
David Mitchell,1,4,0,0,"6'0""",170lbs.,"75""",Orthodox,"Oct24,1979",1.74,32%,2.06,55%,0.66,50%,29%,2.0
Iliarde Santos,0,3,0,0,"5'5""",125lbs.,"67""",Orthodox,"Sep25,1980",3.00,30%,6.10,57%,1.66,23%,83%,0.0
Mike Ricci,1,2,0,0,"6'0""",155lbs.,"76""",Southpaw,"Mar18,1986",1.80,32%,1.64,65%,0.67,100%,54%,0.0
Nandor Guelmino,0,2,0,0,"6'3""",230lbs.,--,,"Dec20,1975",3.62,56%,3.16,33%,0.00,0%,42%,0.0
Marcos Vinicius,1,2,0,0,"5'9""",125lbs.,--,Orthodox,"Dec05,1979",1.93,49%,2.91,47%,0.00,0%,25%,0.5
Joao Zeferino,0,2,0,0,"5'11""",170lbs.,--,Orthodox,"Jan15,1986",0.83,36%,2.60,48%,0.50,5%,50%,1.0
Keith Wisniewski,0,5,0,0,"6'0""",170lbs.,--,Orthodox,"Oct25,1981",2.32,52%,4.86,42%,1.57,40%,78%,0.3
Yuri Villefort,0,3,0,0,"6'0""",170lbs.,"73""",Orthodox,"Mar23,1991",3.18,43%,5.42,55%,2.00,35%,40%,0.3
Brandon Vera,10,7,1,0,"6'3""",230lbs.,"78""",Orthodox,"Oct10,1977",3.03,56%,2.81,52%,0.70,53%,59%,0.2
Pascal Krauss,2,2,0,0,"6'1""",170lbs.,--,Orthodox,"Apr19,1987",5.45,47%,3.88,59%,1.53,50%,60%,0.9
Ryan Couture,6,3,0,0,"5'10""",155lbs.,"73""",Orthodox,"Aug27,1982",3.54,45%,2.87,54%,1.55,29%,46%,1.3
Jared Hamman,3,5,0,0,"6'3""",185lbs.,"75""",Orthodox,"Mar07,1982",5.15,42%,3.93,55%,1.57,46%,30%,0.0
Martin Kampmann,12,6,0,0,"6'0""",170lbs.,"72""",Orthodox,"Apr17,1982",3.22,42%,3.28,62%,1.86,41%,78%,2.0
Brian Melancon,2,2,0,0,"5'8""",170lbs.,--,Orthodox,"May28,1982",4.18,49%,3.64,64%,2.02,100%,66%,0.0
Papy Abedi,1,3,0,0,"5'11""",185lbs.,--,Southpaw,"Jun30,1978",2.80,55%,3.15,48%,3.47,57%,50%,1.3
James Head,2,3,0,0,"6'1""",170lbs.,"73""",Orthodox,"Feb09,1984",2.75,48%,3.11,49%,0.41,100%,66%,0.8
Ben Alloway,1,2,0,0,"5'11""",170lbs.,"76""",Orthodox,"Feb19,1981",1.28,49%,1.90,59%,0.62,50%,26%,0.0
Mike Brown,8,6,0,0,"5'6""",145lbs.,"70""",Orthodox,"Sep08,1975",2.98,44%,2.45,60%,3.23,40%,66%,0.6
Vinny Magalhaes,1,4,0,0,"6'3""",205lbs.,"75""",Orthodox,"Jul02,1984",2.14,24%,3.97,68%,1.55,44%,66%,0.8
Sheila Gaff,0,2,0,0,"5'5""",135lbs.,--,Orthodox,"Dec29,1989",1.60,50%,2.89,28%,0.00,0%,20%,0.0
